Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
3/11/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,81089,0,0,1,16,17,1437,1298
3/12/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,109064,0,0,3,12,15,1983,1825
3/13/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,75916,0,0,0,4,4,1598,1502
3/14/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,75577,0,1,1,5,5,1529,1449
3/15/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,90132,0,0,0,4,7,2232,2152
3/16/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,133846,0,0,7,17,21,4483,4330
3/17/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,125863,0,0,1,13,16,4813,4720
3/18/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,128045,0,0,4,14,19,4898,4825
3/19/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,125833,0,0,0,13,21,3967,3900
3/20/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,104594,0,1,3,10,13,2786,2719
3/21/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,140601,0,0,1,12,13,3622,3563
3/22/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,252244,0,0,1,29,34,6437,6117
3/23/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,136218,0,0,2,15,17,3683,3570
3/24/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,251496,0,0,3,27,35,6117,5918
3/25/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,273929,0,0,6,41,44,7651,7368
3/26/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,259521,0,0,3,42,53,6904,6790
3/27/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,207071,0,0,5,30,36,7071,6860
3/28/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,264982,0,0,5,38,45,7719,7410
3/29/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,311347,0,1,1,35,46,8230,7936
3/30/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,251935,0,1,7,41,43,6696,6496
3/31/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,252433,0,0,1,29,34,5820,5700
4/1/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,302504,0,0,3,36,39,6628,6384
4/2/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,318940,0,1,5,23,34,8187,7784
4/3/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,238920,0,0,2,15,19,6371,6062
4/4/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,240316,0,0,1,16,23,5066,4841
4/5/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,203781,0,0,2,21,30,4862,4692
4/6/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,221153,0,0,1,25,28,5666,5388
4/7/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,223014,0,0,0,6,7,3763,3673
4/8/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,206722,0,0,2,15,20,5399,5399
4/9/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,166798,0,0,0,24,21,4068,3983
4/10/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,183950,0,0,0,14,22,4059,3950
4/11/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,72725,0,1,3,11,12,1550,1533
3/11/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,19107,0,0,0,5,7,1486,1360
3/12/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,21682,0,0,0,5,7,1796,1617
3/13/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,24933,0,0,0,8,10,1935,1693
3/14/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,31166,0,0,0,11,8,2204,1935
3/15/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,29178,0,0,0,8,11,1807,1649
3/16/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,37787,0,0,0,16,21,2373,2162
3/17/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,49413,0,0,0,27,31,2308,2219
3/18/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,47956,0,0,0,23,25,2355,2243
3/19/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,51562,0,0,0,16,19,2874,2734
3/20/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,51204,0,0,0,29,39,2998,2854
3/21/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,50111,0,0,0,21,27,2645,2564
3/22/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,49051,0,0,0,14,19,2537,2439
3/23/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,49311,0,0,0,26,35,2641,2511
3/24/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,49196,0,0,0,25,32,2489,2403
3/25/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,48934,0,0,0,23,31,2564,2495
3/26/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,51647,0,0,0,31,39,2519,2463
3/27/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,50224,0,0,0,29,38,2556,2508
3/28/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,97656,0,0,0,43,60,4719,4541
3/29/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,143231,0,0,0,65,79,6511,6402
3/30/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,143740,0,0,0,69,91,7194,7068
3/31/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,151078,0,0,0,44,67,7852,7728
4/1/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,147606,0,0,0,57,73,8965,8563
4/2/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,154831,0,0,0,80,99,8993,8580
4/3/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,72918,0,0,0,34,39,4536,4428
4/4/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,1321,0,0,0,0,1,112,106
4/5/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,3808,0,0,0,3,3,290,268
4/6/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,2399,0,0,0,0,0,195,180
4/7/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,544,0,0,0,0,0,61,56
4/8/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,140,0,0,0,0,0,19,18
4/9/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,294,0,0,0,0,0,43,42
4/10/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,406,0,0,0,0,0,52,50
4/11/2023,Zurich ZLF Traffic_id_mf_tc_cl_Broad IG_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF Traffic,id,mf,tc,cl,Broad IG,vid,Self Reward,Overthinking Woman,207,0,0,0,0,0,26,26
4/14/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,27048,0,0,0,0,1,600,588
4/22/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,108148,0,0,0,14,18,2869,2739
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,87422,0,0,0,5,6,1849,1800
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,67509,0,0,0,10,12,1858,1833
4/25/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,46548,0,2,1,11,13,1150,1115
4/26/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,55802,0,0,0,4,5,1138,1095
4/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,55873,0,0,0,7,7,1253,1210
4/28/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,62157,0,1,1,9,12,1391,1302
4/29/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,75986,0,0,0,4,5,1388,1319
4/30/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_Self Reward_Overthinking Woman_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,Self Reward,Overthinking Woman,88083,0,0,1,8,9,1963,1858
3/11/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Self-Reward_Overthinking Women_RevoU_10032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Self-Reward,Overthinking Women,226688,0,0,1,6,8,1115,524
3/12/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Self-Reward_Overthinking Women_RevoU_10032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Self-Reward,Overthinking Women,191744,0,0,0,8,9,962,513
3/13/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Self-Reward_Overthinking Women_RevoU_10032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Self-Reward,Overthinking Women,115612,0,0,0,2,3,472,335
3/14/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Self-Reward_Overthinking Women_RevoU_10032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Self-Reward,Overthinking Women,62923,0,0,1,2,2,278,219
3/15/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,1041,0,0,0,0,1,16,15
3/16/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,1944,0,0,0,0,0,52,43
3/17/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,632,0,0,0,0,0,7,7
3/19/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,317,0,0,0,0,0,3,3
3/20/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,219,0,0,0,0,0,4,4
3/21/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,201,0,0,0,0,0,3,2
3/27/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,41,0,0,0,0,0,1,1
3/30/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,301,0,0,0,0,0,1,1
3/31/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,11,0,0,0,0,0,1,1
4/1/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,2,0,0,0,0,0,1,1
4/2/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,7,0,0,0,0,0,1,1
4/3/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,1893,0,0,0,0,0,9,9
4/4/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,1988,0,0,0,0,0,18,16
4/5/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,216,0,0,0,0,0,4,4
4/6/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,851,0,0,0,0,1,7,7
4/7/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,4273,0,0,0,0,0,30,27
4/8/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,2575,0,0,0,0,0,22,21
4/9/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,698,0,0,0,0,0,8,8
4/10/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,184,0,0,0,0,0,6,5
4/11/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,543,0,0,0,0,0,13,13
4/12/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,4743,0,0,0,1,1,20,19
4/13/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,2315,0,0,0,0,0,23,21
4/14/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,1719,0,0,0,0,0,9,8
4/22/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,987,0,0,0,0,0,6,6
4/23/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,422,0,0,0,0,0,16,16
4/24/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,3900,0,0,0,0,1,29,25
4/25/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,1309,0,0,0,1,1,15,13
4/26/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,1113,0,0,0,0,0,14,12
4/27/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,1426,0,0,0,0,0,16,15
4/28/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,506,0,0,0,0,0,9,9
4/29/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,537,0,0,0,0,0,5,5
