Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
4/14/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,100204,0,0,2,1,3,485,334
4/15/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,0,0,0,1,0,0,0,0
4/16/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,0,0,0,1,0,0,0,0
4/19/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,0,0,0,0,0,0,0,0
4/21/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,0,0,0,0,0,0,0,0
4/22/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,134937,0,0,1,2,2,921,537
4/23/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,127399,0,1,2,5,6,859,539
4/24/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,161423,0,0,0,3,5,1102,641
4/25/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,185036,0,0,0,1,2,1001,596
4/26/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,155589,0,1,5,3,3,611,408
4/27/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,239253,0,1,1,1,1,1115,609
4/28/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,199545,0,0,3,0,3,931,574
4/29/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,164669,0,0,1,1,1,766,488
4/30/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Beli Asuransi Jiwa 25K,Woman Music,128358,0,0,1,0,0,614,372
3/15/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,9840,0,0,0,0,0,54,45
3/16/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,109836,0,0,0,0,0,545,325
3/17/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,51858,0,0,0,1,2,359,239
3/18/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,26650,0,0,0,0,0,200,137
3/19/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,28791,0,0,0,1,1,148,109
3/20/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,33155,0,0,0,2,2,185,134
3/21/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,51047,0,0,2,1,1,232,155
3/22/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,63686,0,0,0,3,3,339,212
3/23/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,45967,0,0,0,0,1,300,204
3/24/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,41869,0,0,0,2,2,192,118
3/25/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,63653,0,0,1,2,2,268,188
3/26/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,37700,0,0,0,0,0,237,154
3/27/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,39547,0,0,0,0,0,195,141
3/28/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,35462,0,0,0,0,1,187,145
3/29/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,29845,0,0,0,3,3,161,128
3/30/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,40462,0,0,0,0,0,253,173
3/31/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,41317,0,0,0,0,1,246,170
4/1/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,33553,0,0,0,0,0,201,146
4/2/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,27093,0,0,0,0,0,130,106
4/3/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,19233,0,0,0,0,0,94,76
4/4/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,64527,0,0,0,1,1,314,230
4/5/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,76946,0,0,0,0,0,437,295
4/6/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,78310,0,0,0,0,0,395,276
4/7/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,75413,0,0,0,2,4,459,308
4/8/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,55649,0,0,0,0,2,333,233
4/9/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,32711,0,0,0,0,0,238,182
4/10/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,43366,0,0,0,1,1,298,217
4/11/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,38252,0,0,0,1,1,223,160
4/12/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Ga Percaya Asuransi Jiwa_Badut_RevoU_14032023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Ga Percaya Asuransi Jiwa,Badut,29081,0,0,1,0,0,163,136
1/16/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,51482,0,0,2,7,8,1311,1168
1/17/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,87433,0,0,8,8,10,3229,2815
1/18/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,110451,0,0,12,6,8,4106,3724
1/19/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,116381,1,0,12,5,6,5250,4947
1/20/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,47780,0,0,5,7,7,2611,2399
1/21/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,21453,0,0,0,1,1,1405,1296
1/22/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,20549,0,0,1,3,3,996,925
1/23/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,23904,0,0,4,2,2,1157,1087
1/24/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,42679,0,0,2,2,2,1579,1472
1/25/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,36744,0,0,0,0,0,1481,1394
1/26/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,78608,0,0,0,9,12,2355,2184
1/27/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,95281,0,0,0,4,4,2630,2478
1/28/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,68707,0,0,0,2,3,1899,1751
1/29/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,64600,0,0,0,5,5,1549,1375
1/30/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,51851,0,0,0,1,2,1538,1379
1/31/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,82695,0,0,0,6,6,1570,1431
2/1/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,90359,0,1,2,4,7,2181,1925
2/2/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,64483,0,0,0,3,5,1790,1632
2/3/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,109731,0,0,1,5,7,3397,3124
2/4/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,121703,0,0,0,7,11,4277,3938
2/5/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,137262,0,0,0,8,9,4192,3654
2/6/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,134369,0,0,0,4,5,4218,3853
2/7/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,128944,0,0,2,7,12,4207,3727
2/8/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,125435,0,0,0,9,11,3996,3655
2/9/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,117945,0,1,2,5,7,2866,2680
2/10/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,124149,0,0,2,6,9,3677,3405
2/11/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,134679,0,0,1,7,10,3112,2874
2/12/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,131704,0,0,0,11,12,3044,2858
2/13/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,145599,0,0,1,7,7,3057,2807
2/14/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,136396,0,0,0,5,7,2635,2383
2/15/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,136663,0,0,0,5,5,3907,3102
2/16/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,135213,0,0,1,12,14,3289,2953
2/17/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,134762,0,0,0,5,8,3957,3545
2/18/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,136125,0,0,1,11,11,3767,3429
2/19/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,145819,0,0,2,5,6,4623,4238
2/20/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,142387,0,0,1,6,7,3230,2905
2/21/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,6773,0,0,0,2,2,115,111
2/24/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,tf,wc,bd,Broad IG,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,0,0,0,0,0,0,0,0
1/19/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,12325,0,0,0,1,1,570,560
1/20/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,140990,0,0,1,0,3,5956,5558
1/21/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,118218,0,0,4,7,15,7826,7034
1/22/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,111458,0,0,2,2,6,4434,4016
1/23/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,103136,0,0,2,6,8,3262,2947
1/24/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,128473,0,0,0,3,4,2224,1999
1/25/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,102363,0,0,0,10,10,2253,2042
1/26/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,104237,0,0,3,8,8,2242,2007
1/27/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,109472,0,0,2,6,9,1931,1736
1/28/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,105660,0,0,0,2,4,2474,2206
1/29/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,121705,0,0,1,7,8,3189,2817
1/30/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,127329,0,0,0,6,9,2224,1994
1/31/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,76346,0,0,0,5,5,1080,1006
2/1/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Perlindungan hingga 99th_Keluarga Muda Pantai_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Perlindungan hingga 99th,Keluarga Muda Pantai,80,0,0,0,0,0,5,5
