Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Platform,Placement,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
2/19/2023,Zurich ZLP_id_bf_wc_cl_Customer List and Sign Up_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_10022023,Zurich ZLP,id,bf,wc,cl,Customer List and Sign Up,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,instagram,feed,10580,,,,,,71,61
2/19/2023,Zurich ZLP_id_bf_wc_cl_Customer List and Sign Up_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_10022023,Zurich ZLP,id,bf,wc,cl,Customer List and Sign Up,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,instagram,instagram_stories,7453,,,,,,52,36
2/19/2023,Zurich ZLP_id_bf_wc_cl_Customer List and Sign Up_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_10022023,Zurich ZLP,id,bf,wc,cl,Customer List and Sign Up,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,instagram,instagram_explore,7447,,,,,,16,9
2/19/2023,Zurich ZLP_id_bf_wc_cl_Customer List and Sign Up_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_10022023,Zurich ZLP,id,bf,wc,cl,Customer List and Sign Up,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,instagram,instagram_reels,146,,,,,,3,3
2/20/2023,Zurich ZLP_id_bf_wc_cl_Customer List and Sign Up_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_10022023,Zurich ZLP,id,bf,wc,cl,Customer List and Sign Up,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,instagram,instagram_explore,365,,,,,,5,2
2/20/2023,Zurich ZLP_id_bf_wc_cl_Customer List and Sign Up_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_10022023,Zurich ZLP,id,bf,wc,cl,Customer List and Sign Up,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,instagram,instagram_reels,70,,,,,,1,1
2/20/2023,Zurich ZLP_id_bf_wc_cl_Customer List and Sign Up_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_10022023,Zurich ZLP,id,bf,wc,cl,Customer List and Sign Up,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,instagram,instagram_stories,2887,,,,,,12,12
2/20/2023,Zurich ZLP_id_bf_wc_cl_Customer List and Sign Up_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_10022023,Zurich ZLP,id,bf,wc,cl,Customer List and Sign Up,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,instagram,feed,8761,,,,,,30,28
4/16/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,THR,image B,instagram,instagram_reels,4133,,,,1,1,52,51
4/19/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,THR,image B,instagram,feed,21979,,,1,1,2,155,145
4/21/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,THR,image B,instagram,instagram_explore,10657,,,1,1,1,182,173
4/22/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,THR,image B,instagram,feed,3877,,,1,1,1,24,23
4/17/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,THR,image B,instagram,instagram_stories,326,,,,1,1,3,3
4/21/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,THR,image B,instagram,instagram_stories,3421,,,,1,1,75,73
4/21/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,THR,image B,instagram,instagram_reels,3968,,,1,1,1,48,47
4/16/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,THR,image B,instagram,instagram_stories,12457,,,,1,1,210,184
4/16/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,THR,image B,instagram,feed,23890,,,,1,1,219,202
4/18/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,THR,image B,instagram,instagram_reels,2442,,,,1,1,108,103
4/19/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,THR,image B,instagram,feed,22483,,,,1,1,182,166
4/19/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,THR,image B,instagram,instagram_stories,12449,,,,1,1,197,186
4/21/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,THR,image B,instagram,instagram_explore,4870,,,,1,1,207,195
4/21/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,THR,image B,instagram,instagram_stories,24729,,,,1,,461,429
4/21/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,THR,image B,instagram,instagram_reels,10511,,,,1,2,312,305
4/22/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,THR,image B,instagram,feed,2469,,,,1,1,24,24
4/18/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,THR,image B,instagram,instagram_stories,729,,,1,1,1,17,17
4/19/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,THR,image B,instagram,instagram_stories,4826,,,,1,1,32,28
4/19/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,THR,image B,instagram,instagram_explore,39,,,,1,1,1,1
4/19/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,THR,image B,instagram,feed,1884,,,,1,1,22,20
4/20/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,THR,image B,instagram,instagram_reels,2007,,,,1,1,38,37
4/21/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,THR,image B,instagram,instagram_explore,1793,,,,1,2,50,49
4/21/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,THR,image B,instagram,feed,20260,,,,1,1,364,338
4/21/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_THR_image B_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,THR,image B,instagram,instagram_reels,6010,,,,1,1,80,76
4/15/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,instagram,instagram_explore,7568,,,,1,2,204,186
4/16/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,instagram,instagram_explore,5137,,,,1,1,102,99
4/17/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,instagram,instagram_reels,30719,,,,1,2,1032,1017
4/19/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,instagram,instagram_explore,12984,,,,1,1,382,360
4/21/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,unknown,unknown,832.6736063,,,,1,1,19,19
4/15/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,instagram,instagram_reels,4747,,,,1,1,91,91
4/16/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,instagram,instagram_stories,8344,,,,1,1,110,108
4/17/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,instagram,instagram_reels,13537,,,,1,1,306,297
4/18/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,instagram,instagram_stories,8258,,,,1,1,240,224
4/19/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,instagram,instagram_stories,7582,,,,1,2,204,195
4/15/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,instagram,instagram_explore,4508,,,,1,1,159,142
4/19/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,instagram,instagram_explore,6540,,,,1,1,339,335
4/20/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,instagram,instagram_reels,10920,,,1,1,1,679,671
4/16/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,instagram,instagram_explore,3477,,,,1,1,54,49
4/19/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,instagram,instagram_stories,11932,,,,1,1,344,332
4/19/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,instagram,instagram_explore,3599,,,,1,1,120,115
4/20/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,instagram,instagram_explore,2504,,,,1,1,109,107
4/21/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,instagram,instagram_stories,11724,,,,1,1,291,284
4/22/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,instagram,instagram_reels,1114,,,,1,,60,60
4/22/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,instagram,feed,2918,,,,1,1,94,91
3/15/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,feed,35585,,,,1,1,257,232
3/16/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,feed,58854,,,,1,2,679,624
3/16/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_explore,4768,,,,1,1,137,129
3/17/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_explore,4876,,,,1,1,111,92
3/17/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,feed,21836,,,,1,1,265,251
3/17/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_reels,17508,,,,1,3,298,276
3/18/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,feed,17012,,,,1,1,175,168
3/18/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_stories,15627,,,,1,1,308,276
3/18/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_reels,22587,,,,1,1,547,519
3/19/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,feed,10599,,,,1,2,420,384
3/22/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_stories,3195,,,,1,1,124,114
3/23/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_stories,3605,,,,1,1,204,203
3/30/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_reels,1179,,,,1,1,50,50
4/3/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,feed,9615,,1,3,1,1,172,159
4/7/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_explore,867,,,,1,1,89,84
4/13/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,feed,10560,,,1,1,1,143,134
4/22/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_reels,4807,,,,1,2,251,250
4/23/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_reels,20730,,,,1,1,825,813
4/27/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_stories,5806,,,,1,1,209,202
4/30/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,instagram_reels,6089,,,,1,2,637,622
4/30/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Ada apa ini?,Parkiran,instagram,feed,13014,,,,1,1,187,175
4/16/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,vid,Musibah,video ramadhan,instagram,feed,3499,,,,1,1,39,35
4/16/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,vid,Musibah,video ramadhan,instagram,instagram_stories,8489,,,,1,1,79,54
3/11/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,3652,,,,1,1,50,49
3/14/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_reels,5374,,,,1,1,76,75
3/15/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,12651,,,,1,1,94,92
3/17/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_stories,7728,,,,1,1,93,86
3/19/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,3136,,,,1,1,69,68
3/20/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,8668,,,,1,1,111,106
3/21/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_reels,3750,,,1,1,1,80,77
3/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,7029,,,,1,1,152,146
3/30/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,9403,,,1,1,1,150,144
3/31/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,8593,,,,1,1,229,224
4/4/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,19043,,,,1,1,126,123
4/5/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,38116,,,,1,1,289,280
4/7/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_stories,3888,,,,1,1,45,44
4/8/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_stories,9940,,,,1,1,139,119
4/10/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_stories,19693,,,,1,1,293,261
4/22/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,11014,,,,1,1,52,52
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_stories,4993,,,,1,1,122,110
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,9446,,,,1,1,79,77
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,6047,,,,1,1,83,83
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_reels,1474,,,,1,1,54,52
4/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,12398,,,,1,1,111,110
4/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_reels,4594,,,,1,1,74,73
4/28/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,feed,11786,,,,1,1,118,117
4/29/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_stories,14363,,,,1,1,177,155
4/30/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_20K dapat apa_Interview_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,20K dapat apa,Interview,instagram,instagram_stories,15529,,,,1,,210,185
4/14/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,vid,Musibah,video ramadhan,instagram,instagram_reels,2851,,,,1,1,85,85
4/15/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,vid,Musibah,video ramadhan,instagram,feed,16003,,,,1,1,501,482
4/15/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,vid,Musibah,video ramadhan,instagram,instagram_reels,14404,,,,1,2,513,508
4/12/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,instagram,instagram_stories,1438,,,,1,1,7,7
4/25/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Ada Apa Ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Ada Apa Ini?,Parkiran,instagram,instagram_reels,650,,,,1,1,10,10
4/15/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,THR,image B,instagram,feed,5100,,,,1,1,26,25
4/16/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,THR,image B,instagram,instagram_reels,3209,,,,1,1,28,28
4/17/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,THR,image B,instagram,instagram_reels,1564,,,,1,1,37,37
4/17/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_THR_image B_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,THR,image B,instagram,feed,14257,,,,1,1,121,117
3/15/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Ada apa ini?,Parkiran,instagram,instagram_reels,9626,,,,1,1,247,243
3/17/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Ada apa ini?,Parkiran,instagram,instagram_reels,12857,,,,1,2,313,308
3/17/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Ada apa ini?,Parkiran,instagram,feed,14409,,,,1,1,186,182
3/17/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Ada apa ini?_Parkiran_RevoU_14032023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Ada apa ini?,Parkiran,instagram,instagram_stories,4030,,,,1,1,64,62
