Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Age,Gender,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
12/13/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,65+,unknown,13,,,,,,1,1
12/14/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,25-34,unknown,26,,,,,,1,1
12/14/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,35-44,unknown,1855,,,,,,1,1
12/14/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,45-54,unknown,156,,,,,,2,2
12/15/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,18-24,unknown,2,,,,,,1,1
12/15/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,25-34,unknown,42,,,,,,1,1
12/15/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,35-44,unknown,65,,,,,,2,2
12/15/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,45-54,unknown,71,,,,,,1,1
12/16/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,18-24,male,86,,,,,,4,4
12/16/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,25-34,female,150,,,,,,4,4
12/16/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,25-34,male,120,,,,,,10,10
12/16/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,35-44,female,223,,,,,,3,3
12/16/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,35-44,male,187,,,,,,6,6
12/16/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,45-54,female,30,,,,,,1,1
12/16/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,45-54,male,32,,,,,,1,1
12/16/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,55-64,male,42,,,,,,3,3
12/16/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,65+,male,46,,,,,,1,1
12/18/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,45-54,female,0,,,,,,0,0
12/19/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,25-34,male,0,,,,,,0,0
12/19/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,55-64,male,0,,,,,,0,0
12/20/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,55-64,male,0,,,,,,0,0
12/21/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,25-34,male,0,,,2,,,0,0
12/21/2022,Zurich_id_bf_wc_sd_ZLP General Insurance_VID_ZLP Formula Asuransi Jiwa_ZLP Formula Asuransi Jiwa 90s_RevoU_08122022,Zurich,id,bf,wc,sd,ZLP General Insurance,VID,ZLP Formula Asuransi Jiwa,ZLP Formula Asuransi Jiwa 90s,55-64,male,0,,,,,,0,0
1/16/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,male,6,,,,,,2,2
1/17/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,unknown,15,,,,,,1,1
1/17/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,female,1795,,,,,,8,8
1/17/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,157,,,,,,11,10
1/17/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,female,1839,,,,,,78,70
1/17/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,female,6047,,,,,,105,85
1/17/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,male,5852,,,,,,164,150
1/17/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,male,8058,,,,,,204,182
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,male,2511,,,,,,64,62
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,female,1096,,,5,,,48,44
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,male,3593,,,,,,39,38
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,female,913,,,,,,34,32
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,female,822,,,,,,5,5
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,1,,,,,,2,2
1/19/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,male,2571,,,,,,107,102
1/19/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,male,1602,,,,,,96,85
1/19/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,unknown,39,,,,,,1,1
1/19/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,female,1339,,,,,,63,59
1/19/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,female,3,,,,,,2,2
1/19/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,female,2951,,,3,,,48,47
1/19/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,76,,,,,,7,7
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,unknown,0,,,,,,1,1
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,unknown,23,,,,,,2,2
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,male,2982,,,,,,198,188
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,female,9553,,,,,,177,165
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,female,3305,,,,,,150,137
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,16180,,,,,,25,23
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,female,645,,,,,,9,9
1/21/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,male,1301,,,,,,126,119
1/21/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,male,2711,,,,,,163,154
1/21/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,female,4856,,,,,,89,86
1/21/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,female,3375,,,,,,116,110
1/21/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,2763,,,,,,4,4
1/21/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,female,513,,,,,,9,9
1/22/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,unknown,0,,,,,,1,1
1/22/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,unknown,1,,,,,,1,1
1/22/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,female,1844,,,,,,2,2
1/22/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,170,,,,,,6,6
1/22/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,female,6198,,,,,,57,52
1/22/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,male,724,,,,,,100,97
1/22/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,male,2094,,,,,,101,98
1/23/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,female,3627,,,,,,77,72
1/23/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,male,3101,,,,,,109,99
1/23/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,male,2338,,,,,,104,97
1/23/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,female,1335,,,1,,,86,83
1/23/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,94,,,,,,7,7
1/23/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,female,407,,,,,,5,5
1/24/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,male,981,,,,,,174,166
1/24/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,110,,,,,,5,5
1/24/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,female,39,,,,,,8,8
1/24/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,female,6467,,,,,,90,82
1/24/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,female,3740,,,,,,90,88
1/25/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,female,1713,,,,,,101,87
1/25/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,female,6284,,,,,,11,10
1/25/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,307,,,,,,5,5
1/25/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,female,1381,,,,,,122,115
1/25/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,male,2945,,,,,,138,131
1/25/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,25-34,male,1650,,,,,,147,133
1/26/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,35-44,unknown,1,,,,,,1,1
1/26/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Premi 10tahun Proteksi 15tahun_Keluarga Muda Topi Pantai_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Premi 10tahun Proteksi 15tahun,Keluarga Muda Topi Pantai,45-54,male,7,,,,,,2,2
